Reading additional input from stdin...
OpenAI Codex v0.133.0
--------
workdir: C:\Users\koosh\Dino\.claude\worktrees\swapguard
model: gpt-5.3-codex-spark
provider: openai
approval: never
sandbox: danger-full-access
reasoning effort: low
reasoning summaries: none
session id: 019e80d2-a918-7061-a740-8dc004cee17e
--------
user
P0 CRASH HARDENING (DINOForge). DINO crashed on skirmish load: AssetSwapSystem swapped a mesh whose Material used the built-in 'Standard' shader into a live entity; DINO's Hybrid Renderer V2 (HRV2/URP) only accepts SRP-Batcher-compatible URP shaders, so the renderer faulted -> native crash (no managed exception). A bad material must NEVER crash the game. Branch fix/swap-shader-guard-20260531. NO push/stash/--no-verify; git add only specific files. 

FIX in src/Runtime/Bridge/AssetSwapSystem.cs: before assigning a swapped Material to a live ECS entity (in the Material-resolve/apply path — find where ResolveReplacementAssets returns a Material and where it's set on RenderMesh), VALIDATE shader compatibility: check the material's shader is URP/SRP-Batcher compatible — e.g. material.shader.name starts with "Universal Render Pipeline/" OR FindPassTagValue/shader has SRP batcher support. If the shader is NOT URP-compatible (e.g. 'Standard', 'Legacy', 'Diffuse', built-in), SKIP that material swap (keep the mesh swap if mesh is fine, or skip both), LOG ONCE per bundle ('[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible'), and continue — never assign it. Add a static HashSet to log-once. netstandard2.0. Build: dotnet build src/Runtime/DINOForge.Runtime.csproj -c Release -p:TargetFramework=netstandard2.0 — exit 0. DO NOT deploy. Commit. CHANGELOG. Report: the guard code (file+lines), build exit, plainly: can a non-URP material now crash the renderer? NO expected.
codex
I’ll apply the guard in the `ResolveReplacementAssets`/`RenderMesh` assignment path inside `AssetSwapSystem.cs`, add a netstandard2.0-compatible one-time-per-bundle skip log, update `CHANGELOG.md`, then run the exact release build command and commit only touched files.
exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command 'rg -n "ResolveReplacementAssets|RenderMesh|AssetSwapSystem|Apply|material|shader" src/Runtime/Bridge/AssetSwapSystem.cs' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
 succeeded in 738ms:
28:    ///   4. The system also applies RenderMesh visual swaps for ECS entities matching
37:    ///   - Visual data is stored in RenderMesh shared components.
43:    ///   1. Build a test AssetBundle with a replacement mesh/material.
  801:                 : renderMeshComponentType;
  802: 
  803:             // ---- DIAGNOSTIC PASS: log unique vanilla mesh names (one-shot) ----
  804:             // Uses generic GetSharedComponentData<RenderMesh>(Entity) via MakeGenericMethod
  805:             // to avoid the Mono type-identity bug with non-generic overload parameter matching.
  806:             if (!_vanillaMeshDumpDone && meshField != null && setSharedGeneric != null)
  807:             {
  808:                 _vanillaMeshDumpDone = true;
  809:                 var uniqueMeshNames = new Dictionary<string, int>(StringComparer.Ordinal);
  810:                 int scanned = 0;
  811:                 int errors = 0;
  812: 
  813:                 // Find the generic GetSharedComponentData<T>(Entity) for reading
  814:                 MethodInfo? genericGet = typeof(EntityManager).GetMethods(
  815:                         BindingFlags.Public | BindingFlags.NonPublic | BindingFlags.Instance)
  816:                     .FirstOrDefault(m =>
  817:                         m.Name == "GetSharedComponentData"
  818:                         && m.IsGenericMethodDefinition
  819:                         && m.GetParameters().Length == 1
  820:                         && m.GetParameters()[0].ParameterType.FullName == "Unity.Entities.Entity");
  821: 
  822:                 MethodInfo? boundGet = genericGet?.MakeGenericMethod(renderMeshType);
  823: 
  824:                 if (boundGet != null)
  825:                 {
  826:                     for (int i = 0; i < entities.Length && uniqueMeshNames.Count < 100; i++)
  827:                     {
  828:                         try
  829:                         {
  830:                             object? rm = boundGet.Invoke(EntityManager, new object[] { entities[i] });
  831:                             if (rm == null) continue;
  832:                             scanned++;
  833:                             object? meshObj = meshField.GetValue(rm);
  834:                             if (meshObj is Mesh diagMesh && diagMesh != null)
  835:                             {
  836:                                 string meshName = diagMesh.name ?? "(null)";
  837:                                 if (uniqueMeshNames.ContainsKey(meshName))
  838:                                     uniqueMeshNames[meshName]++;
  839:                                 else
  840:                                     uniqueMeshNames[meshName] = 1;
  841:                             }
  842:                         }
  843:                         catch { errors++; if (errors > 10) break; }
  844:                     }
  845:                 }
  846: 
  847:                 DebugLog.Write("AssetSwap",
  848:                     $"[DIAGNOSTIC] Vanilla mesh name survey: scanned {scanned}/{entities.Length} entities, " +
  849:                     $"found {uniqueMeshNames.Count} unique mesh names (errors={errors}, genericGet={boundGet != null}):");
  850:                 foreach (var kvp in uniqueMeshNames.OrderByDescending(x => x.Value))
  851:                 {
  852:                     DebugLog.Write("AssetSwap", $"  mesh=\"{kvp.Key}\"  count={kvp.Value}");
  853:                 }
  854:             }
  855: 
  856:             // ---- SELECTIVE SWAP ----
  857:             // The PRIMARY (authoritative) targeting was already applied above: the EntityQuery
  858:             // was narrowed to the archetype component resolved from vanilla_mapping. The optional
  859:             // SECONDARY refinement below further filters by live mesh name when DINO's vanilla
  860:             // mesh names for this mapping are known (VanillaMappingToMeshSubstrings, keyed by the
  861:             // pack's vanilla_mapping value — NOT by bundle filename).
  862:             string bundleFileName = Path.GetFileNameWithoutExtension(modBundlePath) ?? "";
  863:             string[]? targetMeshSubstrings = null;
  864:             if (!string.IsNullOrWhiteSpace(vanillaMapping)
  865:                 && VanillaMappingToMeshSubstrings.TryGetValue(vanillaMapping!, out string[]? substrings)
  866:                 && substrings != null
  867:                 && substrings.Length > 0)
  868:             {
  869:                 targetMeshSubstrings = substrings;
  870:                 DebugLog.Write("AssetSwap",
  871:                     $"TrySwapRenderMeshFromBundle: bundle '{bundleFileName}' vanilla_mapping='{vanillaMapping}' " +
  872:                     $"→ refining by mesh substrings: [{string.Join(", ", substrings)}]");
  873:             }
  874: 
  875:             // DIAGNOSTIC MODE only when there is NO targeting signal at all: no archetype filter
  876:             // (vanilla_mapping absent/unresolved) AND no mesh-name substrings. With either signal
  877:             // present we proceed — the archetype-narrowed query is authoritative; substrings are an
  878:             // optional refinement. A populated vanilla_mapping therefore exits DIAGNOSTIC MODE.
  879:             bool hasArchetypeFilter = !string.IsNullOrWhiteSpace(vanillaMapping)
  880:                 && TryResolveSwapArchetype(vanillaMapping, out string? resolvedArchetype)
  881:                 && !string.IsNullOrEmpty(resolvedArchetype)
  882:                 && ResolveTypeByName(resolvedArchetype!) != null;
  883: 
  884:             // CRITICAL ("units look native") fix: when an archetype filter IS present it is the
  885:             // authoritative targeting — the EntityQuery is already narrowed to the right unit class.
  886:             // The mesh-name substrings were hand-guessed (e.g. "Swordsman") and do NOT match DINO's
  887:             // real mesh vocabulary (e.g. "swordsmen", "royal_sword_2", "bomj_*", "harpy_*",
  888:             // "undead_*"), so applying them as a *reject* filter dropped 100% of entities
  889:             // ("swapped 0/100 … skipped 100 non-matching meshes") and every unit stayed native.
  890:             // Substrings are therefore ONLY used as a fallback targeting signal when there is no
  891:             // archetype filter; with an archetype filter we swap every entity the query returned.
  892:             if (hasArchetypeFilter)
  893:             {
  894:                 targetMeshSubstrings = null;
  895:             }
  896: 
  897:             if (!hasArchetypeFilter && (targetMeshSubstrings == null || targetMeshSubstrings.Length == 0))
  898:             {
  899:                 DebugLog.Write("AssetSwap",
  900:                     $"[DIAGNOSTIC MODE] No targeting signal for bundle '{bundleFileName}' " +
  901:                     $"(vanilla_mapping='{vanillaMapping ?? "<null>"}' yielded neither an archetype filter " +
  902:                     $"nor mesh-name substrings). Skipping entity swap for {entities.Length} entities. " +
  903:                     $"Add a 'vanilla_mapping' to the pack visual_asset to exit DIAGNOSTIC MODE.");
  904:                 entities.Dispose();
  905:                 query.Dispose();
  906:                 return false;
  907:             }
  908: 
  909:             int swapCount = 0;
  910: 
  911:             // Iter-148 safety cap: bundle-to-archetype swaps can match tens of thousands of
  912:             // entities (observed 25,713 RenderMesh entities matching a single bundle). Applying
  913:             // the same replacement mesh+material to every match makes every unit look identical
  914:             // — the "everything looks the same" disaster. Cap at 100 entities per swap call
  915:             // until proper per-unit selective targeting lands. Logged once per bundle so the
  916:             // operator knows the cap was hit and additional matches were skipped.
  917:             const int MaxEntitiesPerSwap = 100;
  918:             int swapBudget = Math.Min(entities.Length, MaxEntitiesPerSwap);
  919:             if (entities.Length > MaxEntitiesPerSwap && _reportedFailures.Add($"cap:{assetName}"))
  920:             {
  921:                 DebugLog.Write("AssetSwap",
  922:                     $"TrySwapRenderMeshFromBundle: capping swap at {MaxEntitiesPerSwap}/{entities.Length} entities for asset='{assetName}' " +
  923:                     $"(vanillaMapping='{vanillaMapping ?? "<null>"}') — prevents 'everything looks the same' disaster. " +
  924:                     "Selective targeting is a separate concern; tracked as follow-up.");
  925:             }
  926: 
  927:             int skippedNoMatch = 0;
  928:             for (int i = 0; i < swapBudget; i++)
  929:             {
  930:                 if (swapCount >= MaxSwapsPerBundle)
  931:                 {
  932:                     DebugLog.Write("AssetSwap",
  933:                         $"TrySwapRenderMeshFromBundle: hit MaxSwapsPerBundle cap ({MaxSwapsPerBundle}), stopping.");
  934:                     break;
  935:                 }
  936: 
  937:                 Entity entity = entities[i];
  938:                 try
  939:                 {
  940:                     if (!em.HasComponent(entity, renderMeshComponentType))
  941:                         continue;
  942: 
  943:                     // Use non-generic overload to avoid "Ambiguous match found" on multi-mesh entities.
  944:                     // BUG A fix (#101): pass TypeIndex (int) when the bound overload is the
  945:                     // (Entity, int) one — passing a ComponentType there throws the Mono
  946:                     // "ComponentType cannot be converted to Int32" conversion error.
  947:                     object? renderMesh = getSharedNonGeneric.Invoke(
  948:                         em, new object[] { entity, renderMeshSharedArg });
  949:                     if (renderMesh == null) continue;
  950: 
  951:                     // ---- Selective mesh-name check (SECONDARY refinement only) ----
  952:                     // Skip when no substrings were resolved: the archetype-narrowed query is
  953:                     // authoritative and we swap every entity it returned.
  954:                     if (meshField != null && targetMeshSubstrings != null)
  955:                     {
  956:                         object? currentMeshObj = meshField.GetValue(renderMesh);
  957:                         if (currentMeshObj is Mesh currentMesh && currentMesh != null)
  958:                         {
  959:                             string currentName = currentMesh.name ?? "";
  960:                             bool nameMatches = false;
  961:                             for (int s = 0; s < targetMeshSubstrings.Length; s++)
  962:                             {
  963:                                 if (currentName.IndexOf(targetMeshSubstrings[s], StringComparison.OrdinalIgnoreCase) >= 0)
  964:                                 {
  965:                                     nameMatches = true;
  966:                                     break;
  967:                                 }
  968:                             }
  969:                             if (!nameMatches)
  970:                             {
  971:                                 skippedNoMatch++;
  972:                                 continue;
  973:                             }
  974:                         }
  975:                         else
  976:                         {
  977:                             // Mesh field is null — entity not yet loaded, skip.
  978:                             continue;
  979:                         }
  980:                     }
  981: 
  982:                     bool changed = false;
  983:                     if (replacementMesh != null && meshField != null)
  984:                     {
  985:                         object? currentMeshObj = meshField.GetValue(renderMesh);
  986:                         if (currentMeshObj is Mesh currentMesh
  987:                             && !IsSkinnedMeshCompatible(currentMesh, replacementMesh, out string? skinReason))
  988:                         {
  989:                             if (_reportedFailures.Add($"skinning:{assetName}"))
  990:                             {
  991:                                 DebugLog.Write("AssetSwap",
  992:                                     $"TrySwapRenderMeshFromBundle: skipping entity {entity.Index} — {skinReason}");
  993:                             }
  994:                             continue;
  995:                         }
  996: 
  997:                         meshField.SetValue(renderMesh, replacementMesh);
  998:                         changed = true;
  999:                     }
 1000:                     if (replacementMat != null && materialField != null)
 1001:                     {
 1002:                         object? currentMat = materialField.GetValue(renderMesh);
 1003:                         if (currentMat == null)
 1004:                             continue;
 1005:                         materialField.SetValue(renderMesh, replacementMat);
 1006:                         changed = true;
 1007:                     }
 1008: 
 1009:                     if (changed)
 1010:                     {
 1011:                         genericSet.Invoke(em, new object[] { entity, renderMesh });
 1012:                         swapCount++;
 1013:                     }
 1014:                 }
 1015:                 catch (TargetInvocationException ex) when (
 1016:                     ex.InnerException?.Message.Contains("Ambiguous match found") == true)
 1017:                 {
 1018:                     // Entity has multiple RenderMesh instances (shadow + main mesh).
 1019:                     // Skip — unit swaps only need one mesh visible anyway.
 1020:                     DebugLog.Write("AssetSwap",
 1021:                         $"TrySwapRenderMeshFromBundle: entity {entity.Index} has multiple " +
 1022:                         $"RenderMesh instances — skipping (ambiguous match)");
 1023:                 }
 1024:                 catch (Exception ex)
 1025:                 {
 1026:                     DebugLog.Write("AssetSwap",
 1027:                         $"TrySwapRenderMeshFromBundle: failed on entity {entity.Index}: {ex.Message}");
 1028:                 }
 1029:             }
 1030: 
 1031:             DebugLog.Write("AssetSwap",
 1032:                 $"TrySwapRenderMeshFromBundle: swapped {swapCount}/{swapBudget} entities (total matching={entities.Length}, " +
 1033:                 $"skipped {skippedNoMatch} non-matching meshes, cap={MaxEntitiesPerSwap})");
 1034:             entities.Dispose();
 1035:             query.Dispose();
 1036: 
 1037:             return swapCount > 0;
 1038:         }
 1039: 
 1040:         // ------------------------------------------------------------------ helpers
